CustomerID,FirstName,LastName,PESEL,DateOfBirth
52931afa-d630-4596-b426-d606df9b9382,Thomas,Moon,64080915100,1964-08-09
97ac3546-1502-48d4-9d10-15a7bf7ea75f,Jessica,Cortez,57062464794,1957-06-24
5787d4d7-7da7-4599-b524-909bb67a2771,Matthew,Craig,03042951446,2003-04-29
ffd02282-4e5b-4fee-92a1-b347d0d0d756,Heidi,Day,30120916257,1930-12-09
6e0f0d69-0f0a-4e5b-a338-c3321296aec0,Robert,Williams,31081598582,1931-08-15
6986a46c-1cb2-460d-8d4d-5d16bdc2a1f9,David,Castro,87041798527,1987-04-17
1e4298b5-a9e2-4f5d-8281-a30f4247f5b8,Ralph,Anderson,36100249656,1936-10-02
fec9e263-8af5-435c-83e4-fff38cfe8f81,Sharon,Valdez,98081781091,1998-08-17
cfddc60c-b32f-482a-8678-e384e333e3e1,Eric,Gardner,34011608074,1934-01-16
c93e3e0d-b468-4575-86ec-fbbcf23c795d,Janet,Edwards,64081862364,1964-08-18
1278b5fd-884f-4525-986f-9874004ad493,Robin,Bell,68120104174,1968-12-01
c99b82a3-8db9-4076-8fd6-75a6ea8bd23e,Tanya,Hoffman,30122508669,1930-12-25
8bdaadd8-4920-45fb-add7-ff00ac32ffbd,Wesley,Chung,38040708196,1938-04-07
c54fafca-a7e3-4a2e-844b-0949e7524151,Elizabeth,Swanson,79031831387,1979-03-18
e899427d-74fa-436e-8ed8-ca0122336562,William,Davis,71091427207,1971-09-14
d986c8b6-0071-4974-94bc-80a2d6621682,Timothy,Morris,92090499862,1992-09-04
bb653bde-e2b7-4840-bb8a-c9c1374de760,Anthony,Hunter,00073023652,2000-07-30
69d72593-4e36-4ef1-9d99-ebe97d13460e,Ivan,Allison,95061514676,1995-06-15
8d5f4ce4-42f9-46c1-9345-f4956328d5f1,Billy,Bailey,42102891395,1942-10-28
f8cbbe91-1253-4138-9d2f-7aee4812f9f2,Ronald,Martinez,86100734580,1986-10-07
01005685-0c3e-4ae2-b8f7-c6911d37bcb2,Martin,Garcia,78122048309,1978-12-20
f6d90b00-fc95-4a56-877e-e84ba1383548,Mallory,Martinez,57033063173,1957-03-30
2caec0d6-a873-4ace-acbe-36e6521acaaa,Jason,Booth,58051820298,1958-05-18
c843f521-a66f-4497-b81e-dd4d1980136e,Sara,Garrison,40111524226,1940-11-15
95bdb7dd-6693-430a-9238-ddde01910b07,Amy,Smith,87032870689,1987-03-28
f60d9a37-8c3f-4365-8d0c-7ce08b46dfd7,Jeffrey,Lee,80092234242,1980-09-22
14b4e36b-0c19-4b82-a73e-ad3074fdf359,David,Smith,49091448302,1949-09-14
6234f305-8f99-42c8-93ee-1a197a01dde7,Debbie,Edwards,68092280760,1968-09-22
9abd3851-5e5e-4e1e-99f8-b3053700a8c9,Brandon,Crosby,73081366815,1973-08-13
30b0a248-bcfe-479a-b79d-1860097e5262,Brandon,Powell,43102915825,1943-10-29
4a073877-8e1b-4077-ad92-06dc5b944014,Connie,Jackson,94082753088,1994-08-27
6f3ae4d8-45de-4902-8c1c-df05b6c70e56,Marissa,Fisher,24082124771,1924-08-21
d04b24cc-afb9-41b6-8cbb-f71a3a50a238,Kristina,Velez,94041678812,1994-04-16
5c17f96d-0658-4482-a818-9dd80416a768,Jose,Estes,01102635035,2001-10-26
51611c39-cfe4-44ab-8813-a368d217e3dc,Julie,Richards,61082810822,1961-08-28
b1a66ad3-ba01-4de0-9758-c3b6b67bf4bb,John,Valdez,52022173505,1952-02-21
20de24ef-8366-42fa-9f73-73881d144be9,Samuel,Santos,77020778149,1977-02-07
de1da32a-0514-410a-badf-ab5a3740ee65,Chad,Cunningham,73083111529,1973-08-31
d107c8fa-d008-4bb1-bde8-213931187c37,Alyssa,Patterson,84121309042,1984-12-13
5af9f760-b092-4c38-8d5d-82c5660aa58f,Theresa,Griffith,49071850617,1949-07-18
d2133cc7-6fe3-4561-a296-d47a09b800ac,David,Ritter,34111001252,1934-11-10
