CustomerID,FirstName,LastName,PESEL,DateOfBirth
63440ded-dc5a-4ca3-ae2d-64b71ac55452,Randy,Olson,56020906732,1956-02-09
74076006-d324-403a-ad87-49e4e654ddb7,Jeremy,Kline,75100925005,1975-10-09
1e4dc0d4-1eea-4824-a271-a2a1f8927d24,Sue,Gardner,27121574179,1927-12-15
7433f24f-5eb9-4e5e-9e44-c3825db7b680,Damon,Brock,70012470322,1970-01-24
add04049-d658-40cd-bea2-6db39e074fef,Leslie,Sanders,57032389061,1957-03-23
54338e04-e73e-4ca8-beea-4b96098e3a97,Theodore,Hardin,33071116550,1933-07-11
272cfa69-4fd3-4ee0-b4d9-de17ba5acece,Theresa,Romero,79011389628,1979-01-13
c4d688fa-7cd3-4585-8417-15deffc8bbc4,Christopher,Esparza,25091500808,1925-09-15
f0d1d0c5-31ed-4108-968d-1f00aee4ea09,Jeffrey,Powers,29051381711,1929-05-13
14321691-ca08-46c4-b4af-584b5009ddb5,Andrew,Flores,01120667436,2001-12-06
9a083ed1-9374-4583-a49d-fe17133c7841,Amy,Johnson,70081430151,1970-08-14
0aa62ddf-3b5d-4160-be0b-f69f49d39807,Diana,King,41020819881,1941-02-08
0f26cd9d-f5ba-42d7-9839-3510ea63a42a,Arthur,Thompson,94102651169,1994-10-26
2e2df1df-0afe-4da6-81bf-ee5437afce24,Rhonda,Fisher,32050219996,1932-05-02
9b2516bb-f3c7-4505-bfcb-9f856410f729,Jose,Johnson,76060705111,1976-06-07
930f147b-4484-4032-bb64-a3428e0826b7,James,Brown,90040145672,1990-04-01
6d82b64c-b483-4758-9d33-b0c7278fc435,Kelly,Hubbard,25112735602,1925-11-27
0e61ec70-6b35-4ccf-aff3-f4d60ec702be,Jennifer,Andrade,58070414232,1958-07-04
cf09f3f1-24cf-434b-a1b6-5ee3ccd678cd,Jeremy,Edwards,98090539276,1998-09-05
470d277d-6ef2-4196-946a-19132785ca4f,Justin,Robinson,73051194495,1973-05-11
b2485930-1129-4b94-95af-0813c0fe44c2,Danielle,Clark,88012890505,1988-01-28
63b14212-0f8c-401a-bbf7-0ef2f5783b09,Deborah,Klein,61070194327,1961-07-01
93b8a86a-319f-4768-8a48-32085078a72e,Mark,Gordon,41020795495,1941-02-07
887a1d38-1682-4dc3-8d9f-c8968c544939,Brian,Hayes,81041036397,1981-04-10
76ea2b36-1396-4b25-8748-575be4529d8a,Maria,Roberts,95021293445,1995-02-12
182e3a3d-f191-4418-ad1a-129a80d98ccb,Maria,Long,00090121690,2000-09-01
4bc27929-3828-4cd2-a5d1-d309bbc70129,Christie,Campos,45082903478,1945-08-29
b8378188-a6fb-4c18-a19d-0eebec390dc5,Benjamin,Grant,56082075092,1956-08-20
90eaa243-a86d-4d44-a1a8-8720fb8c1014,Earl,Reyes,35022166584,1935-02-21
291df973-9251-4b4b-a1fb-35b93f819a1f,Anthony,Anderson,01011561278,2001-01-15
